MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,AgeSold,LayoutType,TotalBaths,Total_sqft
RL,52.0,46589,NoRidge,1Fam,2Story,8,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Gd,No,1361,88,1629,Ex,Y,1686,762,2448,1,4,Gd,8,1,Attchd,1994.0,RFn,3,711,517,76,402000,15,Typical Layout,2.5,6525
RL,120.0,13560,NAmes,1Fam,1Story,6,1968,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,Fa,Fa,No,0,1392,1392,Gd,Y,1392,0,1392,1,2,TA,5,2,Attchd,1968.0,RFn,2,576,0,0,110000,41,Few Rooms,1.0,4176
RL,90.0,10012,Edwards,1Fam,SFoyer,4,1972,Plywood,Plywood,None,TA,CBlock,Gd,TA,Av,920,38,1138,TA,Y,1181,0,1181,1,3,TA,6,0,Detchd,1974.0,RFn,2,588,0,0,137500,36,Typical Layout,2.0,3500
RL,49.0,20896,Somerst,1Fam,1Story,8,2006,VinylSd,VinylSd,None,Gd,PConc,Ex,TA,Mn,1721,356,2077,Ex,Y,2097,0,2097,1,1,Ex,8,1,Attchd,2005.0,Fin,3,1134,192,267,423000,1,Typical Layout,1.5,6271
RL,106.0,11194,Gilbert,1Fam,2Story,8,2000,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,0,1406,1406,Ex,Y,1454,482,1936,0,3,Gd,7,1,Attchd,2000.0,RFn,2,504,188,124,230500,6,Typical Layout,2.5,5278
RL,65.0,18450,NAmes,1Fam,2Story,6,1979,Plywood,Plywood,BrkCmn,TA,CBlock,Gd,TA,No,187,111,1021,TA,Y,1465,915,2380,0,3,TA,7,1,CarPort,1965.0,Unf,2,596,0,265,129000,42,Typical Layout,2.5,5781
RL,65.0,8125,SawyerW,1Fam,1Story,6,1998,HdBoard,HdBoard,BrkFace,TA,PConc,Gd,TA,No,1138,270,1408,Ex,Y,1679,0,1679,1,3,Gd,7,1,Attchd,1994.0,RFn,2,575,224,42,193500,14,Typical Layout,2.0,4766
RL,80.0,14175,Sawyer,1Fam,1Story,5,1987,CemntBd,Wd Sdng,None,TA,CBlock,TA,TA,No,988,200,1188,Gd,Y,1437,0,1437,1,3,TA,6,1,Detchd,1999.0,Unf,2,576,304,0,168000,50,Typical Layout,1.5,4062
RL,80.0,11600,Crawfor,1Fam,1Story,4,1950,MetalSd,MetalSd,None,TA,BrkTil,Fa,TA,No,0,700,700,Ex,Y,1180,0,1180,0,2,Fa,5,1,Detchd,1922.0,Unf,1,252,0,0,137500,84,Few Rooms,1.0,3060
RL,64.0,8633,CollgCr,1Fam,2Story,6,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,193,545,738,Ex,Y,738,738,1476,1,3,Gd,7,0,Attchd,2005.0,Fin,2,540,100,35,173500,4,Typical Layout,2.5,3690
RH,54.0,6629,Edwards,1Fam,2Story,6,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,551,121,672,TA,N,697,672,1369,1,3,TA,6,0,Detchd,1930.0,Unf,1,300,147,0,103600,84,Typical Layout,2.0,3410
RL,110.0,11250,Veenker,1Fam,1Story,6,1977,Plywood,Plywood,None,Gd,CBlock,Gd,TA,No,767,441,1208,TA,Y,1208,0,1208,1,3,TA,6,1,Attchd,1977.0,RFn,2,546,198,42,165000,29,Typical Layout,1.5,3624
RL,110.0,14442,Crawfor,1Fam,1Story,6,2004,CemntBd,CmentBd,BrkFace,TA,PConc,TA,TA,No,1186,291,1477,Ex,Y,1839,0,1839,1,3,Gd,7,2,Attchd,1957.0,Fin,2,416,0,87,257500,50,Typical Layout,2.0,5155
RL,80.0,9200,NAmes,1Fam,1Story,6,1965,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,892,244,1136,TA,Y,1136,0,1136,1,3,TA,5,1,Attchd,1965.0,RFn,1,384,426,0,140000,43,Few Rooms,1.0,3408
RL,24.0,2289,NPkVill,Twnhs,2Story,6,1978,Plywood,Brk Cmn,None,TA,CBlock,TA,TA,No,311,544,855,TA,Y,855,586,1441,0,3,TA,7,1,Attchd,1978.0,Unf,2,440,28,0,148500,31,Typical Layout,2.5,3737
RM,60.0,9600,OldTown,1Fam,2Story,4,1950,AsbShng,Stucco,None,TA,BrkTil,TA,Fa,No,0,1095,1095,Fa,N,1095,679,1774,1,4,TA,8,0,2Types,1920.0,Unf,3,779,0,0,87000,106,Typical Layout,2.0,4643
RL,52.0,9022,OldTown,1Fam,1Story,5,2006,VinylSd,VinylSd,None,Gd,BrkTil,TA,TA,No,0,768,768,Ex,Y,792,0,792,0,2,Gd,5,0,Detchd,1924.0,Unf,1,240,316,0,109500,85,Few Rooms,1.0,2352
RL,80.0,11844,StoneBr,1Fam,1Story,8,2008,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,Mn,0,2046,2046,Ex,Y,2046,0,2046,0,3,Gd,7,1,Attchd,2008.0,Fin,3,834,322,82,372500,1,Typical Layout,2.5,6138
RL,50.0,9945,Sawyer,1Fam,1Story,5,1961,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,TA,No,827,161,988,TA,Y,988,0,988,1,3,TA,5,0,Detchd,1963.0,Unf,2,572,0,0,128500,46,Few Rooms,1.0,2964
RL,50.0,8012,SawyerW,TwnhsE,1Story,6,1980,Plywood,Plywood,None,TA,CBlock,Gd,TA,No,543,261,923,TA,Y,923,0,923,0,2,TA,5,1,Attchd,1980.0,RFn,1,264,80,0,143000,30,Few Rooms,2.0,2769
RH,55.0,4500,SWISU,1Fam,1.5Fin,5,2000,VinylSd,Stucco,None,TA,BrkTil,TA,TA,No,182,611,793,Ex,Y,848,672,1520,0,3,TA,6,0,Detchd,1968.0,Unf,1,281,0,0,159434,77,Typical Layout,1.0,3833
RL,90.0,2887,ClearCr,1Fam,1Story,6,1997,Wd Sdng,Wd Sdng,None,TA,PConc,Gd,TA,Mn,1003,288,1291,Ex,Y,1291,0,1291,1,2,Gd,6,1,Attchd,1996.0,Unf,2,431,307,0,173000,12,Typical Layout,1.0,3873
RL,90.0,11248,CollgCr,1Fam,1Story,9,2002,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Av,1059,567,1626,Ex,Y,1668,0,1668,1,3,Gd,7,1,Attchd,2002.0,Fin,3,702,257,45,285000,5,Typical Layout,2.0,4962
RL,58.0,16770,NoRidge,1Fam,2Story,7,1998,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,0,1195,1195,Gd,Y,1195,644,1839,0,4,TA,7,0,Attchd,1998.0,Fin,2,486,0,81,221000,12,Typical Layout,2.5,4873
RL,84.0,5062,StoneBr,TwnhsE,2Story,7,1984,HdBoard,HdBoard,None,Gd,CBlock,Gd,TA,Mn,828,180,1190,Gd,Y,1190,900,2090,1,3,Gd,6,1,Attchd,1984.0,Fin,2,577,219,0,207500,23,Typical Layout,2.0,5370
FV,84.0,10207,Somerst,1Fam,2Story,7,2007,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,874,874,Ex,Y,874,887,1761,0,3,Gd,7,0,Attchd,2007.0,Fin,2,578,144,105,227875,0,Typical Layout,3.0,4396
FV,60.0,5105,Somerst,TwnhsE,2Story,7,2004,MetalSd,MetalSd,None,Gd,PConc,Gd,TA,No,239,312,551,Ex,Y,551,551,1102,0,2,Gd,4,0,Detchd,2004.0,Unf,2,480,0,60,148800,3,Few Rooms,2.5,2755
RL,60.0,8089,StoneBr,1Fam,1Story,8,2007,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,TA,Av,945,474,1419,Ex,Y,1419,0,1419,1,2,Gd,7,1,Attchd,2007.0,RFn,2,567,140,0,392000,0,Typical Layout,2.0,4257
RL,61.0,7577,NridgHt,TwnhsE,1Story,6,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Av,20,1342,1362,Ex,Y,1362,0,1362,0,2,Gd,6,1,Attchd,2005.0,RFn,2,460,192,28,194700,2,Typical Layout,2.0,4086
RM,104.0,4426,CollgCr,TwnhsE,1Story,6,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Gd,697,151,848,Ex,Y,848,0,848,1,1,Gd,3,1,Attchd,2004.0,RFn,2,420,149,0,141000,4,Few Rooms,1.0,2544
RL,104.0,21535,NoRidge,1Fam,2Story,10,1995,HdBoard,HdBoard,BrkFace,Ex,PConc,Ex,TA,Gd,1455,989,2444,Ex,Y,2444,1872,4316,0,4,Ex,10,2,Attchd,1994.0,Fin,3,832,382,50,755000,13,Many Rooms,3.5,11076
RL,42.0,26178,Timber,1Fam,2Story,7,1990,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,TA,Gd,965,245,1210,Ex,Y,1238,1281,2519,1,4,Gd,9,2,Attchd,1989.0,RFn,2,628,320,27,335000,17,Many Rooms,2.5,6248
RL,60.0,5400,OldTown,1Fam,1Story,5,1968,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,0,1073,1073,Ex,Y,1073,0,1073,0,2,TA,4,0,Detchd,1968.0,Unf,1,326,0,0,108480,85,Few Rooms,1.0,3219
RM,51.0,6120,BrkSide,1Fam,1.5Fin,5,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,0,927,927,TA,Y,1067,472,1539,0,3,TA,5,0,Detchd,1995.0,Unf,2,576,112,0,141500,73,Few Rooms,1.5,4005
RL,54.0,13811,Timber,1Fam,1Story,6,1987,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,Gd,No,980,92,1112,Gd,Y,1137,0,1137,1,2,Gd,5,1,Attchd,1987.0,Unf,2,551,125,0,176000,19,Few Rooms,2.0,3386
RM,50.0,6000,BrkSide,1Fam,1Story,5,1950,Wd Sdng,Wd Shng,None,TA,CBlock,TA,TA,No,616,0,616,Gd,Y,616,0,616,0,2,TA,4,0,Detchd,1921.0,Unf,1,205,0,0,89000,85,Few Rooms,1.0,1848
RL,57.0,6420,Edwards,1Fam,1Story,5,1952,Wd Sdng,Wd Sdng,None,TA,PConc,Ex,Gd,Mn,210,219,980,Fa,Y,1148,0,1148,0,2,TA,6,0,Detchd,1952.0,Unf,1,308,0,0,123500,54,Typical Layout,1.0,3276
RL,65.0,8450,Sawyer,1Fam,1Story,5,2009,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,553,224,894,Ex,Y,894,0,894,1,3,TA,5,1,Detchd,1973.0,Unf,1,336,416,144,138500,45,Few Rooms,1.0,2682
FV,59.0,4282,Somerst,TwnhsE,1Story,7,2004,MetalSd,MetalSd,None,Gd,PConc,Gd,TA,Mn,16,1375,1391,Ex,Y,1391,0,1391,0,2,Gd,5,0,Attchd,2004.0,RFn,2,530,156,158,196000,4,Few Rooms,2.0,4173
RL,85.0,14331,Timber,1Fam,1Story,8,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,Gd,1274,526,1800,Ex,Y,1800,0,1800,1,3,Gd,7,1,Attchd,2002.0,Fin,3,765,270,78,312500,4,Typical Layout,2.0,5400
RL,80.0,9600,NWAmes,1Fam,1Story,7,1969,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,0,1164,1164,TA,Y,1164,0,1164,0,3,TA,6,0,Attchd,1969.0,Unf,2,528,0,0,140000,37,Typical Layout,1.5,3492
RL,82.0,12438,StoneBr,1Fam,2Story,8,2006,VinylSd,VinylSd,BrkFace,Ex,PConc,Ex,Gd,No,0,1234,1234,Ex,Y,1264,1312,2576,0,4,Ex,10,1,BuiltIn,2006.0,Fin,3,666,324,100,361919,0,Many Rooms,2.5,6386
RM,76.0,7630,OldTown,2fmCon,2Story,5,1996,Wd Sdng,Wd Sdng,None,TA,BrkTil,Gd,TA,No,0,360,360,Gd,Y,1032,780,1812,0,4,Gd,8,1,Detchd,1999.0,Unf,2,672,344,0,140000,110,Typical Layout,2.0,3984
RL,70.0,8400,CollgCr,1Fam,1Story,7,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,712,761,1473,Ex,Y,1484,0,1484,1,3,Gd,7,0,Attchd,2004.0,RFn,2,606,0,35,213000,6,Typical Layout,2.0,4441
RM,70.0,5600,IDOTRR,2fmCon,2Story,4,1950,VinylSd,Wd Shng,None,Fa,Slab,None,None,None,0,0,0,Fa,N,372,720,1092,0,3,Fa,7,0,None,1971.0,None,0,0,0,0,55000,80,Typical Layout,2.0,2184
RL,48.0,115149,ClearCr,1Fam,1Story,7,2002,Plywood,Plywood,Stone,TA,CBlock,Gd,TA,Gd,1219,424,1643,TA,Y,1824,0,1824,1,2,Gd,5,2,Attchd,1971.0,Unf,2,739,380,48,302000,36,Few Rooms,2.0,5291
RL,48.0,6240,NridgHt,TwnhsE,1Story,8,2006,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,TA,No,863,461,1324,Ex,Y,1324,0,1324,1,2,Gd,6,1,Attchd,2006.0,Fin,2,550,192,38,254000,3,Typical Layout,2.0,3972
RL,65.0,9018,Gilbert,1Fam,2Story,7,2007,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,0,728,728,Ex,Y,728,728,1456,0,3,Gd,8,1,Attchd,2007.0,Fin,2,400,100,24,179540,0,Typical Layout,2.5,3640
RL,56.0,7162,Sawyer,1Fam,1Story,5,1966,HdBoard,HdBoard,BrkCmn,TA,PConc,TA,TA,No,0,876,876,TA,Y,904,0,904,0,3,TA,6,0,Attchd,1966.0,Unf,1,408,0,0,109900,42,Typical Layout,1.0,2684
RL,56.0,4130,BrkSide,1Fam,1Story,3,2003,VinylSd,VinylSd,None,Gd,CBlock,TA,TA,No,0,270,270,Gd,Y,729,0,729,0,2,TA,5,0,None,1964.0,None,0,0,0,0,52000,73,Few Rooms,1.0,1728
C (all),66.0,8712,IDOTRR,1Fam,1.5Fin,4,1950,MetalSd,MetalSd,None,TA,Stone,TA,TA,Mn,0,859,859,Gd,Y,859,319,1178,0,2,TA,7,0,Detchd,1964.0,RFn,1,384,68,0,102776,110,Typical Layout,1.0,3215
RL,40.0,4671,StoneBr,TwnhsE,1Story,8,1989,HdBoard,HdBoard,None,Gd,PConc,Gd,TA,Mn,767,461,1228,Gd,Y,1228,0,1228,1,2,Gd,5,1,Attchd,1988.0,Fin,2,472,168,120,189000,20,Few Rooms,2.0,3684
RL,60.0,9873,BrkSide,2fmCon,1Story,4,1970,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,Av,789,171,960,TA,N,960,0,960,1,3,TA,6,0,Detchd,1970.0,Unf,2,576,0,288,129000,36,Typical Layout,1.0,2880
RL,78.0,13517,Sawyer,1Fam,2Story,6,2005,HdBoard,Plywood,BrkFace,Gd,CBlock,TA,TA,No,533,192,725,Ex,Y,725,754,1479,0,3,Gd,6,0,Attchd,1976.0,RFn,2,475,0,44,130500,34,Typical Layout,2.5,3683
RL,78.0,10140,NWAmes,1Fam,1Story,6,1974,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,TA,No,0,1064,1064,TA,Y,1350,0,1350,0,3,TA,7,1,Attchd,1974.0,RFn,2,478,0,0,165000,35,Typical Layout,2.0,3764
RM,60.0,10800,OldTown,1Fam,2Story,7,1998,Wd Sdng,VinylSd,None,TA,BrkTil,TA,TA,No,0,718,718,Ex,Y,1576,978,2554,0,3,TA,8,0,Detchd,1996.0,Unf,2,704,0,48,159500,117,Typical Layout,1.5,5826
RL,80.0,10000,NWAmes,1Fam,1Story,5,2000,HdBoard,HdBoard,None,TA,CBlock,Gd,TA,No,1084,92,1176,Gd,Y,1178,0,1178,0,3,Gd,5,1,Attchd,1973.0,Unf,2,439,224,0,157000,35,Few Rooms,1.5,3532
RL,96.0,10542,NoRidge,1Fam,2Story,7,1994,Wd Sdng,ImStucc,BrkFace,Gd,PConc,Gd,TA,Gd,1173,138,1311,Ex,Y,1325,1093,2418,1,3,Gd,9,1,Attchd,1993.0,RFn,3,983,250,154,341000,15,Many Rooms,2.5,6147
RL,69.0,9920,CollgCr,1Fam,1Story,5,1969,HdBoard,Plywood,None,TA,CBlock,Gd,TA,Gd,523,448,971,TA,Y,971,0,971,0,3,TA,5,1,Attchd,1969.0,Unf,1,300,0,0,128500,37,Few Rooms,1.5,2913
RL,68.0,6563,StoneBr,1Fam,1Story,8,1985,HdBoard,HdBoard,None,Gd,PConc,Gd,TA,Gd,1148,594,1742,TA,Y,1742,0,1742,1,2,Gd,5,1,Attchd,1985.0,RFn,2,564,114,28,275000,21,Few Rooms,2.0,5226
RM,70.0,4426,CollgCr,TwnhsE,1Story,6,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,662,186,848,Ex,Y,848,0,848,1,1,Gd,3,0,Attchd,2004.0,RFn,2,420,160,0,143000,6,Few Rooms,1.0,2544
RL,70.0,8120,NAmes,1Fam,1Story,4,1970,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,191,673,864,Ex,Y,864,0,864,0,3,TA,5,0,Detchd,1994.0,Unf,2,463,0,0,124500,39,Few Rooms,1.0,2592
RL,60.0,8172,Edwards,1Fam,1.5Fin,4,1972,MetalSd,MetalSd,None,TA,PConc,TA,TA,No,0,941,941,Ex,Y,997,473,1470,0,4,TA,7,0,Detchd,1958.0,Unf,1,548,0,0,135000,54,Typical Layout,2.0,3881
RL,86.0,13286,Edwards,1Fam,1Story,9,2008,CemntBd,CmentBd,Stone,Ex,PConc,Ex,TA,No,1234,464,1698,Ex,Y,1698,0,1698,1,3,Ex,8,1,Attchd,2007.0,Fin,3,768,327,64,320000,2,Typical Layout,2.0,5094
RL,60.0,6960,NAmes,1Fam,1Story,4,1970,HdBoard,Plywood,None,TA,CBlock,TA,TA,No,375,250,864,TA,Y,864,0,864,0,3,Gd,5,0,Detchd,1989.0,Unf,2,660,96,0,120500,39,Few Rooms,1.0,2592
RL,64.0,21695,Crawfor,1Fam,1Story,6,2007,Wd Sdng,Plywood,BrkFace,Gd,CBlock,Gd,TA,No,808,72,880,Ex,Y,1680,0,1680,1,3,Gd,5,1,Attchd,1988.0,Fin,2,540,292,44,222000,21,Few Rooms,2.0,4240
RL,64.0,7314,CollgCr,1Fam,1Story,7,2007,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Av,724,508,1232,Ex,Y,1232,0,1232,1,2,Gd,6,0,Attchd,2007.0,RFn,2,632,132,0,194500,2,Typical Layout,2.0,3696
RL,85.0,11475,NAmes,Duplex,1Story,5,1958,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,No,0,1584,1584,TA,Y,1776,0,1776,1,4,TA,9,0,Detchd,1968.0,Unf,3,888,0,25,110000,51,Many Rooms,2.0,5136
RM,52.0,6240,IDOTRR,1Fam,1.5Fin,4,1950,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,152,628,780,TA,Y,848,0,1208,0,2,TA,5,0,Detchd,1962.0,Unf,2,539,0,23,103000,84,Few Rooms,1.0,2836
RL,39.0,5389,StoneBr,TwnhsE,1Story,8,1996,CemntBd,CmentBd,None,Gd,PConc,Gd,TA,No,1180,415,1595,Ex,Y,1616,0,1616,1,2,Gd,5,1,Attchd,1995.0,RFn,2,608,237,152,236500,15,Few Rooms,2.0,4827
RL,73.0,9590,Timber,1Fam,SLvl,7,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,Av,786,82,868,Ex,Y,1146,0,1146,1,3,Gd,6,1,Attchd,2003.0,Fin,2,438,160,22,187500,4,Typical Layout,2.0,3160
RL,75.0,11404,CollgCr,1Fam,2Story,7,1999,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,252,901,1153,Ex,Y,1153,878,2031,0,3,Gd,8,1,Attchd,1998.0,Fin,2,541,192,84,222500,10,Typical Layout,2.5,5215
RL,80.0,10000,Sawyer,1Fam,1Story,5,1983,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,594,270,864,Ex,Y,1144,0,1144,1,3,TA,6,1,Attchd,1961.0,RFn,1,264,165,0,131400,48,Typical Layout,1.0,3152
RL,60.0,8978,Sawyer,1Fam,1Story,5,1968,Plywood,Plywood,None,TA,PConc,TA,TA,No,0,948,948,TA,Y,948,0,948,0,3,TA,6,0,Attchd,1968.0,Unf,1,300,147,0,108000,39,Typical Layout,1.0,2844
RM,60.0,10800,OldTown,1Fam,2.5Unf,7,1970,Wd Sdng,Wd Sdng,None,TA,BrkTil,Gd,TA,Mn,390,490,880,Fa,N,880,888,1768,0,2,TA,6,2,Detchd,1914.0,Unf,2,320,0,341,163000,92,Typical Layout,1.5,4416
RL,60.0,8544,NAmes,Duplex,1Story,3,1950,Stucco,Stone,None,TA,CBlock,None,None,None,0,0,0,Gd,N,1040,0,1040,0,2,TA,6,0,Detchd,1949.0,Unf,2,400,0,0,93500,56,Typical Layout,2.0,2080
RL,72.0,10463,Gilbert,1Fam,2Story,8,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,893,893,Ex,Y,901,900,1801,0,3,Gd,8,1,Attchd,2005.0,Fin,3,800,0,116,239900,1,Typical Layout,2.5,4495
RL,60.0,10800,Edwards,Duplex,1Story,5,1988,Plywood,Plywood,None,TA,CBlock,Gd,Gd,Gd,1200,0,1200,TA,Y,1200,0,1200,3,3,TA,5,0,None,2004.0,None,0,0,120,0,179000,22,Few Rooms,3.0,3600
RL,65.0,9313,CollgCr,1Fam,2Story,7,2004,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,864,864,Ex,Y,864,864,1728,0,3,Gd,7,0,Attchd,2004.0,RFn,2,572,187,56,190000,5,Typical Layout,2.5,4320
RM,60.0,9600,OldTown,1Fam,2Story,5,2002,Wd Sdng,Wd Shng,None,TA,BrkTil,Fa,Fa,No,0,264,264,Ex,Y,768,664,1432,0,2,TA,7,0,Detchd,1910.0,Unf,2,360,270,0,132000,97,Typical Layout,2.0,3128
RL,65.0,6768,Sawyer,1Fam,1Story,6,1996,HdBoard,HdBoard,None,TA,CBlock,TA,TA,Mn,832,80,912,Gd,Y,912,0,912,1,3,Gd,5,0,Detchd,1962.0,Unf,1,288,168,0,142000,47,Few Rooms,1.0,2736
RL,65.0,8450,SawyerW,1Fam,1Story,7,2001,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,TA,No,0,1349,1349,Ex,Y,1349,0,1349,0,3,TA,6,0,Attchd,2000.0,Unf,2,539,120,55,179000,7,Typical Layout,2.0,4047
RL,70.0,12886,Sawyer,1Fam,SLvl,5,1999,HdBoard,HdBoard,None,TA,CBlock,Gd,TA,Av,444,76,520,Ex,Y,1464,0,1464,0,3,TA,6,1,Attchd,1997.0,RFn,2,480,302,0,175000,46,Typical Layout,2.0,3448
RL,41.0,5395,StoneBr,TwnhsE,1Story,8,1993,HdBoard,HdBoard,None,Gd,PConc,Gd,TA,No,733,604,1337,Gd,Y,1337,0,1337,1,2,Gd,5,1,Attchd,1993.0,RFn,2,462,96,0,180000,15,Few Rooms,2.0,4011
RL,67.0,8963,NWAmes,1Fam,2Story,8,1996,VinylSd,VinylSd,BrkFace,Ex,CBlock,TA,Gd,No,575,487,1142,Ex,Y,1175,1540,2715,0,4,Gd,11,2,BuiltIn,1994.0,Fin,2,831,0,204,299800,32,Many Rooms,3.5,6572
RL,65.0,8795,Gilbert,1Fam,2Story,7,2000,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,300,652,952,Ex,Y,980,1276,2256,0,4,Gd,8,1,BuiltIn,2000.0,Fin,2,554,224,54,236000,9,Typical Layout,2.5,5464
RM,65.0,11700,OldTown,1Fam,2Story,7,2003,Stucco,Stucco,None,Gd,Stone,TA,Fa,No,0,1240,1240,TA,N,1320,1320,2640,0,4,Gd,8,1,Detchd,1950.0,Unf,4,864,181,0,265979,129,Typical Layout,1.5,6520
RL,59.0,10593,NoRidge,1Fam,1Story,7,1996,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,919,801,1720,Ex,Y,1720,0,1720,1,3,Gd,7,1,Attchd,1996.0,Fin,2,527,240,56,260400,14,Typical Layout,2.0,5160
RL,50.0,8405,Edwards,1Fam,1.5Fin,4,1950,WdShing,Wd Shng,None,TA,Slab,None,None,None,0,0,0,TA,N,1088,441,1529,0,4,TA,9,0,Detchd,1945.0,Unf,1,240,92,0,98000,64,Many Rooms,2.0,3058
RM,55.0,8800,OldTown,1Fam,1.5Fin,4,2004,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,Fa,No,0,576,576,Gd,Y,792,348,1140,0,3,TA,7,0,None,2003.0,None,0,0,0,160,96500,100,Typical Layout,1.0,2856
RL,79.0,7750,Gilbert,1Fam,2Story,7,2003,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,660,660,Ex,Y,660,660,1320,0,3,Gd,6,0,Attchd,2003.0,Fin,2,400,0,48,162000,4,Typical Layout,2.5,3300
RL,79.0,9236,CollgCr,1Fam,1Story,6,1997,VinylSd,VinylSd,None,TA,PConc,Gd,TA,Gd,1200,279,1479,Ex,Y,1494,0,1494,1,3,Gd,6,0,Attchd,1997.0,RFn,2,576,168,27,217000,9,Typical Layout,2.0,4467
RL,80.0,10240,NridgHt,1Fam,2Story,8,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Mn,0,1030,1030,Gd,Y,1038,1060,2098,0,3,Ex,8,1,Attchd,2005.0,RFn,3,878,192,52,275500,1,Typical Layout,2.5,5226
RL,61.0,7930,NAmes,1Fam,1Story,6,2005,Plywood,Plywood,None,TA,CBlock,TA,TA,No,439,115,1026,Gd,Y,1026,0,1026,1,3,Gd,5,0,Detchd,1969.0,RFn,2,440,171,48,156000,40,Few Rooms,1.0,3078
FV,34.0,3230,Somerst,TwnhsE,2Story,6,1999,MetalSd,MetalSd,BrkFace,TA,PConc,Gd,TA,No,381,348,729,Gd,Y,742,729,1471,0,3,TA,6,0,Detchd,1999.0,Unf,2,440,0,24,172500,10,Typical Layout,2.5,3671
RL,68.0,10769,CollgCr,1Fam,2Story,8,2007,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,20,846,866,Ex,Y,866,902,1768,0,3,Gd,7,0,Attchd,2007.0,RFn,2,578,144,105,212000,2,Typical Layout,2.5,4402
RL,24.0,11616,Sawyer,1Fam,2Story,6,1978,HdBoard,HdBoard,BrkCmn,TA,CBlock,TA,TA,Mn,438,234,672,TA,Y,672,714,1386,0,3,TA,6,1,Attchd,1978.0,Fin,2,440,335,0,158900,32,Typical Layout,2.5,3444
FV,24.0,2280,Somerst,Twnhs,2Story,7,1999,MetalSd,MetalSd,BrkFace,TA,PConc,Gd,TA,No,549,195,744,Gd,Y,757,744,1501,0,3,TA,6,0,Detchd,1999.0,Unf,2,440,0,0,179400,9,Typical Layout,2.5,3746
RL,65.0,12257,NoRidge,1Fam,2Story,8,1995,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,56,1198,1318,Ex,Y,1328,1203,2531,0,4,Gd,9,1,Attchd,1995.0,RFn,3,752,222,98,290000,12,Many Rooms,2.5,6380
RL,70.0,9100,NAmes,1Fam,1Story,6,1959,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,612,252,864,Ex,Y,864,0,864,0,2,TA,5,0,Detchd,2008.0,Unf,1,300,0,0,127500,50,Few Rooms,1.0,2592
